"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"DCMSHRIRAM","1,098.40","1,160.10","1,086.00","1,098.20","1,112.00","-","17.40","1.59","2,62,084","29.76","1,502.30","902.60","-11.85","-1.52"
"ATUL","5,781.50","5,948.00","5,735.00","5,772.50","5,860.00","-","87.50","1.52","32,441","18.95","7,788.00","4,752.00","-4.33","-14.06"
"PETRONET","281.00","282.45","276.55","275.05","279.15","-","4.10","1.49","30,56,627","85.34","331.65","263.50","-0.47","-13.82"
"SUNTV","559.70","576.60","480.20","551.85","560.00","-","8.15","1.48","2,88,790","16.11","691.40","480.20","-0.41","-12.64"
"ASHOKLEY","192.00","199.21","190.00","190.28","193.07","-","2.79","1.47","3,24,67,563","635.10","199.21","95.93","8.44","-6.69"
"SAREGAMA","333.90","336.00","325.10","330.35","335.00","-","4.65","1.41","3,32,695","11.02","603.00","322.00","-3.97","-37.00"
"DBREALTY","101.30","108.88","99.85","101.34","102.75","-","1.41","1.39","58,80,825","61.98","252.67","97.00","-17.24","-38.75"
"SWANCORP","404.95","433.90","403.65","401.00","406.30","-","5.30","1.32","67,61,819","285.48","630.40","362.20","-11.49","-"
"HINDCOPPER","544.00","555.95","532.50","532.05","539.00","-","6.95","1.31","2,91,67,207","1,593.52","576.00","183.82","31.41","121.39"
"AARTIIND","347.80","357.75","345.30","346.45","351.00","-","4.55","1.31","9,26,961","32.83","495.00","338.05","-7.98","-19.97"
"SCHAEFFLER","3,552.00","3,629.00","3,524.90","3,565.70","3,611.90","-","46.20","1.30","56,939","20.43","4,392.00","2,823.00","-4.73","10.78"
"APLAPOLLO","2,000.00","2,070.60","1,991.60","1,976.00","1,997.80","-","21.80","1.10","21,86,960","444.80","2,070.60","1,272.70","7.08","28.25"
"TIMKEN","3,010.50","3,075.00","2,991.10","3,034.30","3,066.60","-","32.30","1.06","20,318","6.14","3,575.00","2,202.00","-0.32","7.81"
"VEDL","685.00","699.00","681.45","678.65","685.15","-","6.50","0.96","2,14,35,331","1,480.65","699.00","363.00","16.67","51.53"
"VIJAYA","988.00","1,004.20","985.70","991.30","999.90","-","8.60","0.87","44,506","4.44","1,192.00","740.00","-1.87","-2.29"
"ONGC","245.30","246.30","241.55","244.01","246.10","-","2.09","0.86","80,80,247","197.92","266.39","205.00","4.24","-7.04"
"RAINBOW","1,189.90","1,192.40","1,160.80","1,175.00","1,185.00","-","10.00","0.85","73,221","8.66","1,645.70","1,160.80","-12.79","-15.37"
"FSL","315.65","315.65","308.50","312.90","315.50","-","2.60","0.83","4,77,777","14.97","403.80","270.00","-11.74","-10.62"
"AKUMS","420.75","428.00","417.95","420.50","424.00","-","3.50","0.83","81,267","3.45","627.90","405.00","-6.05","-27.03"
"TECHM","1,699.00","1,709.70","1,689.20","1,687.40","1,700.70","-","13.30","0.79","18,31,521","311.76","1,736.40","1,209.40","4.17","1.02"
"WHIRLPOOL","790.00","804.10","785.55","789.95","796.15","-","6.20","0.78","3,23,756","25.77","1,648.70","771.00","-15.45","-49.37"
"MRPL","155.00","158.75","152.60","154.29","155.46","-","1.17","0.76","69,52,785","108.05","185.00","98.92","5.96","12.86"
"ABSLAMC","802.00","827.50","774.85","774.25","780.00","-","5.75","0.74","13,06,938","104.86","908.00","556.45","0.60","8.46"
"CAPLIPOINT","1,730.00","1,748.60","1,709.60","1,736.00","1,748.60","-","12.60","0.73","65,712","11.35","2,395.00","1,599.00","-13.02","-20.87"
"KPIL","1,104.80","1,112.80","1,087.80","1,104.80","1,112.80","-","8.00","0.72","1,03,491","11.38","1,335.60","786.30","-5.55","-0.31"
"HINDALCO","955.00","963.90","948.50","944.45","951.00","-","6.55","0.69","59,58,887","569.24","970.80","546.45","10.01","54.91"
"BLUESTARCO","1,709.30","1,745.00","1,690.60","1,709.30","1,721.10","-","11.80","0.69","3,46,663","59.48","2,269.80","1,521.00","-3.87","-9.65"
"ABBOTINDIA","27,850.00","28,100.00","27,555.00","27,725.00","27,915.00","-","190.00","0.69","3,524","9.80","37,000.00","25,325.00","-1.82","0.02"
"HINDUNILVR","2,400.00","2,434.30","2,376.80","2,390.60","2,406.00","-","15.40","0.64","13,78,097","333.03","2,750.00","2,136.00","4.64","2.84"
"VMM","123.56","125.20","122.50","124.22","125.01","-","0.79","0.64","54,64,470","68.02","157.60","95.99","-8.92","18.67"
"TATATECH","653.00","663.95","649.10","652.15","656.00","-","3.85","0.59","11,75,442","77.25","818.50","597.00","-0.87","-17.69"
"360ONE","1,109.90","1,134.10","1,100.20","1,106.30","1,112.60","-","6.30","0.57","14,76,232","165.21","1,273.80","790.50","-5.87","-3.19"
"BAJAJ-AUTO","9,390.00","9,548.00","9,335.00","9,370.00","9,422.00","-","52.00","0.55","2,04,212","192.83","9,888.00","7,089.35","3.46","11.26"
"OFSS","7,882.50","8,044.00","7,845.00","7,897.00","7,940.00","-","43.00","0.54","1,74,884","139.56","10,230.00","7,038.00","1.78","-17.07"
"FORTIS","851.95","864.45","839.30","841.45","845.95","-","4.50","0.53","23,32,499","198.99","1,104.30","577.00","-6.39","34.05"
"VGUARD","311.10","312.80","306.10","309.65","311.30","-","1.65","0.53","1,07,609","3.34","409.75","298.00","-7.16","-18.17"
"INFY","1,667.20","1,675.70","1,662.20","1,663.50","1,672.00","-","8.50","0.51","58,69,137","979.45","1,924.00","1,307.00","0.15","-10.00"
"JYOTHYLAB","251.00","256.20","248.00","248.40","249.45","-","1.05","0.42","9,30,761","23.40","423.00","244.20","-11.28","-33.54"
"THERMAX","2,900.00","2,959.90","2,900.00","2,908.30","2,920.10","-","11.80","0.41","67,965","19.90","4,091.80","2,742.70","-0.38","-21.95"
"THELEELA","413.85","413.85","402.25","405.40","406.75","-","1.35","0.33","1,23,819","5.03","474.40","382.50","-2.56","-"
"UNITDSPR","1,354.00","1,357.50","1,327.00","1,338.40","1,342.00","-","3.60","0.27","13,98,884","188.39","1,645.00","1,271.10","-7.55","-8.62"
"SUPREMEIND","3,487.10","3,510.00","3,438.60","3,487.80","3,497.00","-","9.20","0.26","3,60,984","126.08","4,739.00","3,095.00","4.11","-10.18"
"PIIND","3,170.00","3,190.80","3,144.20","3,170.40","3,178.60","-","8.20","0.26","1,72,534","54.77","4,330.00","2,951.10","-1.95","-9.29"
"APOLLOHOSP","6,810.00","6,836.00","6,696.50","6,797.00","6,813.00","-","16.00","0.24","4,58,099","311.13","8,099.50","6,001.00","-3.82","-1.30"
"KPITTECH","1,114.00","1,123.00","1,097.00","1,109.20","1,111.90","-","2.70","0.24","7,49,846","83.50","1,479.00","1,020.60","-9.40","-13.95"
"TCS","3,190.30","3,194.50","3,152.00","3,150.40","3,157.00","-","6.60","0.21","20,68,857","657.19","4,191.35","2,866.60","-4.46","-23.92"
"HCLTECH","1,712.70","1,721.00","1,698.80","1,703.10","1,706.60","-","3.50","0.21","18,74,357","320.52","1,831.45","1,302.75","1.61","-6.60"
"PAGEIND","33,000.00","33,000.00","32,480.00","32,875.00","32,945.00","-","70.00","0.21","25,720","84.21","50,590.00","31,740.00","-10.41","-28.64"
"KARURVYSYA","264.00","275.75","258.50","263.65","264.15","-","0.50","0.19","85,56,664","228.98","280.45","154.63","5.84","18.62"
"TATACOMM","1,556.00","1,584.00","1,541.00","1,547.90","1,550.00","-","2.10","0.14","6,17,465","96.51","2,004.00","1,291.00","-13.02","-7.02"
"M&MFIN","362.20","368.75","357.45","360.45","360.80","-","0.35","0.10","22,49,442","81.87","412.20","231.02","485.47","7.18"
"UBL","1,443.70","1,453.70","1,425.10","1,443.60","1,445.00","-","1.40","0.10","61,929","8.94","2,299.70","1,425.10","-11.05","-30.16"
"FIRSTCRY","273.90","275.00","268.60","273.90","274.05","-","0.15","0.05","8,00,566","21.70","512.30","257.40","-9.27","-39.58"
"ICICIBANK","1,340.50","1,355.20","1,335.70","1,345.50","1,346.00","-","0.50","0.04","1,40,56,524","1,891.08","1,500.00","1,186.00","-1.44","11.91"
"TITAN","4,025.10","4,063.30","3,980.00","4,018.60","4,020.20","-","1.60","0.04","10,15,415","409.95","4,312.10","2,925.00","2.45","19.82"
"AAVAS","1,463.00","1,512.80","1,453.50","1,462.80","1,463.20","-","0.40","0.03","2,27,896","33.97","2,234.00","1,351.10","-0.24","-12.25"
"ASIANPAINT","2,703.80","2,782.90","2,690.80","2,703.80","2,704.40","-","0.60","0.02","17,86,635","490.11","2,985.70","2,124.75","-3.71","19.52"
"BAYERCROP","4,385.00","4,400.00","4,365.00","4,365.70","4,366.20","-","0.50","0.01","11,425","5.01","6,511.00","4,217.45","-1.60","-11.28"
"EMAMILTD","502.00","512.60","499.05","502.55","502.50","-","-0.05","-0.01","3,75,429","19.03","653.35","481.00","-3.28","-9.89"
"UPL","701.00","711.50","697.65","700.50","700.20","-","-0.30","-0.04","38,08,963","268.37","812.20","531.60","-10.04","29.45"
"SHRIRAMFIN","1,010.00","1,020.85","973.65","1,005.50","1,005.00","-","-0.50","-0.05","90,23,942","905.99","1,025.60","508.15","4.78","93.49"
"SUNPHARMA","1,640.00","1,648.90","1,625.40","1,634.20","1,633.00","-","-1.20","-0.07","16,78,658","274.37","1,851.20","1,548.00","-7.06","-9.29"
"LTF","289.00","295.30","285.30","287.30","287.00","-","-0.30","-0.10","65,02,459","189.56","329.45","131.05","-5.11","106.64"
"OIL","437.00","440.50","427.10","436.45","436.00","-","-0.45","-0.10","18,88,918","82.30","491.50","325.00","6.20","-4.10"
"ULTRACEMCO","12,375.00","12,554.00","12,283.00","12,364.00","12,346.00","-","-18.00","-0.15","3,56,421","443.38","13,097.00","10,047.85","5.92","15.67"
"POLICYBZR","1,714.60","1,722.00","1,632.10","1,714.60","1,712.00","-","-2.60","-0.15","14,52,236","242.79","1,978.00","1,311.35","-12.54","3.92"
"ALKEM","5,785.00","5,811.50","5,724.00","5,758.50","5,749.00","-","-9.50","-0.16","77,302","44.66","5,933.50","4,491.65","2.74","11.63"
"DEEPAKFERT","1,170.00","1,196.10","1,170.00","1,182.20","1,179.90","-","-2.30","-0.19","1,17,370","13.90","1,778.60","888.90","-5.80","1.95"
"INDGN","476.00","477.90","473.00","475.20","474.25","-","-0.95","-0.20","1,65,610","7.86","666.05","471.00","-10.87","-27.99"
"BASF","3,664.90","3,692.40","3,600.00","3,648.20","3,640.90","-","-7.30","-0.20","8,810","3.22","5,424.00","3,524.90","-7.09","-24.60"
"PIDILITIND","1,445.00","1,463.00","1,440.80","1,452.80","1,449.70","-","-3.10","-0.21","12,12,874","175.65","1,574.95","1,311.10","-0.97","-47.44"
"BAJAJHLDNG","10,767.00","10,785.00","10,596.00","10,735.00","10,711.00","-","-24.00","-0.22","1,31,490","140.73","14,763.00","10,400.00","-5.42","-5.48"
"GODREJCP","1,253.50","1,256.40","1,235.60","1,246.00","1,242.70","-","-3.30","-0.26","8,63,131","107.29","1,309.00","979.50","3.67","7.58"
"ZYDUSLIFE","886.50","897.15","880.00","885.30","883.00","-","-2.30","-0.26","4,60,331","40.82","1,059.05","795.00","-4.94","-9.86"
"HDFCBANK","920.00","926.10","909.25","918.70","915.80","-","-2.90","-0.32","3,09,85,247","2,839.64","1,020.50","812.73","-8.08","-45.01"
"ASTRAZEN","8,336.00","8,360.00","8,254.00","8,347.00","8,320.00","-","-27.00","-0.32","5,165","4.30","10,691.00","6,619.50","-8.98","19.59"
"JKCEMENT","5,611.00","5,649.50","5,469.00","5,569.50","5,551.00","-","-18.50","-0.33","1,10,946","61.36","7,565.50","4,218.90","-1.39","19.36"
"AKZOINDIA","2,923.00","2,956.60","2,910.00","2,934.60","2,925.00","-","-9.60","-0.33","20,440","6.01","3,915.50","2,910.00","-6.73","-21.13"
"SUNDARMFIN","5,075.00","5,139.50","5,002.00","5,067.00","5,050.00","-","-17.00","-0.34","52,052","26.40","5,419.00","4,200.00","-1.27","11.78"
"NATCOPHARM","835.00","846.20","825.00","834.75","831.85","-","-2.90","-0.35","3,18,161","26.57","1,341.00","726.80","-10.25","-34.12"
"KOTAKBANK","429.00","429.80","420.40","426.00","424.20","-","-1.80","-0.42","1,05,48,118","447.53","460.38","372.55","-80.45","-77.95"
"GUJGASLTD","410.00","410.05","398.50","406.75","405.00","-","-1.75","-0.43","2,88,929","11.68","508.70","360.25","2.09","-18.20"
"SAMMAANCAP","140.87","142.75","138.52","139.97","139.35","-","-0.62","-0.44","75,76,715","106.47","192.95","97.61","-1.41","-14.10"
"FIVESTAR","516.85","520.60","507.65","514.20","511.95","-","-2.25","-0.44","3,68,658","18.84","850.00","498.95","-9.07","-23.85"
"NAVINFLUOR","5,910.50","6,010.00","5,846.50","5,917.50","5,890.50","-","-27.00","-0.46","1,12,538","66.95","6,273.50","3,502.00","-2.38","60.52"
"DELHIVERY","391.95","403.40","384.75","389.85","388.00","-","-1.85","-0.47","22,22,806","87.29","490.00","236.53","-6.07","20.11"
"CARBORUNIV","814.00","826.20","811.00","814.90","811.10","-","-3.80","-0.47","1,38,631","11.34","1,249.00","770.60","-3.92","-31.56"
"INDUSINDBK","900.05","914.60","888.25","902.45","898.00","-","-4.45","-0.49","59,07,525","535.03","1,086.55","606.00","5.01","-8.08"
"AADHARHFC","472.00","472.00","466.10","470.05","467.75","-","-2.30","-0.49","2,61,668","12.26","547.80","346.05","-2.59","17.33"
"SRF","2,757.00","2,757.00","2,701.00","2,735.90","2,722.00","-","-13.90","-0.51","4,06,215","110.33","3,325.00","2,487.00","-12.79","7.55"
"M&M","3,573.70","3,596.00","3,534.80","3,573.70","3,555.00","-","-18.70","-0.52","19,22,549","684.62","3,839.90","2,425.00","-2.25","25.37"
"BERGEPAINT","508.65","510.50","502.60","507.80","505.00","-","-2.80","-0.55","2,36,401","11.97","605.00","457.65","-7.27","5.98"
"AWL","211.51","211.51","207.94","210.03","208.85","-","-1.18","-0.56","9,97,078","20.85","291.20","205.42","-12.66","-21.80"
"NIVABUPA","78.00","78.00","76.75","77.43","77.00","-","-0.43","-0.56","7,08,310","5.46","95.21","68.54","1.28","-3.18"
"ITC","325.55","326.40","322.70","324.85","323.00","-","-1.85","-0.57","1,19,50,089","387.76","471.50","321.05","-20.61","-26.00"
"APLLTD","768.80","768.80","761.05","769.40","765.00","-","-4.40","-0.57","22,832","1.75","1,107.90","725.20","-10.83","-24.97"
"MAHABANK","66.10","67.35","65.10","65.79","65.41","-","-0.38","-0.58","2,75,11,949","183.01","67.74","42.00","13.74","30.76"
"BHARTIHEXA","1,619.80","1,624.50","1,591.00","1,624.60","1,615.00","-","-9.60","-0.59","81,756","13.17","2,052.90","1,234.00","-10.61","27.31"
"HYUNDAI","2,278.00","2,289.50","2,241.00","2,277.80","2,264.10","-","-13.70","-0.60","5,69,772","128.53","2,890.00","1,541.70","-2.22","32.93"
"GESHIP","1,115.00","1,120.50","1,105.10","1,114.40","1,107.60","-","-6.80","-0.61","1,73,473","19.27","1,179.00","797.50","-0.03","17.03"
"COCHINSHIP","1,499.00","1,504.00","1,474.00","1,498.20","1,488.90","-","-9.30","-0.62","4,44,823","66.09","2,545.00","1,180.20","-9.62","1.80"
"TVSMOTOR","3,570.10","3,613.00","3,536.20","3,570.10","3,547.30","-","-22.80","-0.64","6,18,661","220.57","3,909.00","2,192.75","-3.71","56.16"
"AJANTPHARM","2,715.00","2,717.40","2,672.10","2,717.60","2,700.00","-","-17.60","-0.65","73,196","19.74","3,079.90","2,327.30","1.18","-5.70"
"TMPV","347.10","351.00","342.15","347.30","345.00","-","-2.30","-0.66","83,54,700","289.11","765.45","335.95","-5.18","-"
"INDIAMART","2,191.00","2,251.00","2,182.10","2,211.40","2,196.30","-","-15.10","-0.68","1,12,154","24.80","2,799.00","1,900.10","-2.91","2.36"
"FINCABLES","730.00","737.45","712.00","727.95","723.00","-","-4.95","-0.68","1,49,074","10.76","1,059.95","704.80","-6.56","-28.31"
"MCX","2,337.00","2,355.00","2,272.00","2,314.00","2,298.00","-","-16.00","-0.69","29,59,911","687.29","2,499.00","881.63","-78.93","-60.14"
"BHARTIARTL","2,009.00","2,011.70","1,980.10","2,002.20","1,988.00","-","-14.20","-0.71","43,40,925","865.61","2,174.50","1,559.50","-6.51","21.63"
"BLUEDART","5,339.00","5,344.50","5,280.00","5,327.00","5,288.00","-","-39.00","-0.73","15,655","8.30","7,225.00","5,190.50","-3.26","-19.83"
"MAXHEALTH","1,000.00","1,007.20","987.40","998.80","991.40","-","-7.40","-0.74","23,00,849","229.29","1,314.30","940.05","-7.79","-7.03"
"KEI","3,859.00","3,945.00","3,789.10","3,848.40","3,820.00","-","-28.40","-0.74","4,90,458","189.52","4,587.30","2,424.00","-13.66","-7.76"
"AIAENG","3,769.50","3,785.30","3,706.50","3,758.20","3,730.00","-","-28.20","-0.75","58,062","21.66","4,168.70","3,001.10","-4.38","3.91"
"BALKRISIND","2,437.00","2,437.00","2,396.60","2,426.50","2,408.20","-","-18.30","-0.75","45,883","11.06","2,839.95","2,152.05","4.26","-11.08"
"NLCINDIA","248.90","250.35","246.00","248.90","247.00","-","-1.90","-0.76","8,76,967","21.69","292.20","186.03","-1.90","6.66"
"GRASIM","2,789.90","2,805.00","2,752.50","2,787.60","2,766.00","-","-21.60","-0.77","6,06,097","168.00","2,977.80","2,301.65","-2.50","15.53"
"CEATLTD","3,756.20","3,762.00","3,687.10","3,738.80","3,710.00","-","-28.80","-0.77","1,34,863","50.10","4,438.00","2,343.05","-4.74","30.31"
"TATASTEEL","190.50","192.40","187.27","189.10","187.60","-","-1.50","-0.79","2,84,92,706","540.82","192.40","124.74","9.78","45.52"
"KPRMILL","865.00","865.00","843.10","859.80","853.00","-","-6.80","-0.79","4,69,272","40.14","1,389.00","755.50","-11.02","-11.11"
"NESTLEIND","1,310.00","1,311.90","1,290.30","1,306.00","1,295.40","-","-10.60","-0.81","7,44,221","96.59","1,332.70","1,055.00","2.97","-41.40"
"PGHH","12,369.00","12,369.00","12,100.00","12,255.00","12,156.00","-","-99.00","-0.81","2,344","2.85","14,840.25","11,855.00","-6.38","-17.26"
"RADICO","2,991.50","3,049.00","2,889.00","2,986.80","2,962.00","-","-24.80","-0.83","8,82,356","263.07","3,591.90","1,845.50","-9.34","33.96"
"SBILIFE","2,022.00","2,022.00","1,986.30","2,022.00","2,005.20","-","-16.80","-0.83","11,28,576","225.74","2,109.60","1,372.55","-1.10","37.16"
"CCL","932.40","940.90","918.05","932.35","924.60","-","-7.75","-0.83","78,502","7.27","1,074.40","525.00","-4.18","44.84"
"SYRMA","668.80","683.00","659.15","667.55","661.90","-","-5.65","-0.85","7,88,279","52.80","909.90","370.00","-9.29","42.37"
"WOCKPHARMA","1,363.00","1,367.00","1,342.00","1,360.50","1,349.00","-","-11.50","-0.85","2,59,368","35.07","1,868.80","1,110.05","-6.46","3.96"
"CHOLAFIN","1,664.00","1,667.00","1,638.30","1,664.00","1,648.70","-","-15.30","-0.92","10,68,908","176.85","1,831.50","1,169.80","-2.10","30.71"
"CRISIL","4,540.10","4,564.80","4,477.50","4,540.10","4,498.50","-","-41.60","-0.92","18,690","8.43","6,139.00","3,973.60","5.13","-15.94"
"NTPCGREEN","92.50","92.50","89.76","91.17","90.30","-","-0.87","-0.95","23,94,675","21.71","120.69","84.55","-0.20","-20.76"
"ELECON","380.30","381.00","369.30","378.65","375.05","-","-3.60","-0.95","3,70,363","13.87","716.25","361.50","-23.80","-31.92"
"FEDERALBNK","283.20","284.85","277.55","282.20","279.50","-","-2.70","-0.96","1,21,20,387","340.92","287.20","172.66","4.94","46.53"
"RECLTD","367.25","370.65","360.50","366.20","362.70","-","-3.50","-0.96","92,32,847","337.12","479.00","330.95","2.02","-21.79"
"SIEMENS","2,928.00","2,942.60","2,890.00","2,928.20","2,900.00","-","-28.20","-0.96","2,81,797","81.93","6,146.00","2,450.00","-7.46","-50.48"
"ECLERX","4,395.00","4,399.00","4,285.10","4,347.90","4,306.10","-","-41.80","-0.96","38,812","16.84","4,959.00","2,168.00","-9.65","37.04"
"ASTRAL","1,413.00","1,425.30","1,378.00","1,413.20","1,399.50","-","-13.70","-0.97","4,18,236","58.40","1,593.50","1,232.30","-2.34","-4.91"
"ITCHOTELS","184.80","184.80","181.50","184.80","183.00","-","-1.80","-0.97","19,10,693","34.97","261.62","155.10","-6.41","-"
"CGCL","168.64","169.83","166.00","168.64","167.00","-","-1.64","-0.97","6,40,822","10.73","231.35","150.51","-6.46","-7.01"
"HAL","4,375.00","4,375.00","4,294.40","4,353.20","4,310.00","-","-43.20","-0.99","7,04,843","304.75","5,165.00","3,046.05","-2.31","10.30"
"COLPAL","2,185.00","2,185.90","2,158.00","2,179.60","2,158.00","-","-21.60","-0.99","3,42,718","74.35","2,975.00","2,033.00","2.85","-21.84"
"UCOBANK","29.07","29.13","28.46","28.99","28.70","-","-0.29","-1.00","85,83,612","24.66","44.77","26.81","-0.31","-33.37"
"DIVISLAB","6,099.50","6,145.00","5,987.00","6,071.00","6,009.50","-","-61.50","-1.01","4,60,503","277.87","7,071.50","4,955.00","-7.18","3.42"
"BOSCHLTD","35,865.00","35,865.00","35,140.00","35,710.00","35,350.00","-","-360.00","-1.01","26,686","94.50","41,945.00","25,921.60","-2.86","15.31"
"MANYAVAR","486.35","493.70","479.00","486.35","481.25","-","-5.10","-1.05","72,952","3.54","1,184.95","479.00","-16.56","-57.69"
"BSE","2,722.00","2,742.00","2,677.90","2,708.60","2,680.00","-","-28.60","-1.06","21,60,443","583.25","3,030.00","1,227.33","-1.90","-53.37"
"SBFC","103.39","104.10","100.85","103.40","102.30","-","-1.10","-1.06","7,85,431","8.03","123.00","79.24","-2.81","13.52"
"NEULANDLAB","13,569.00","13,602.00","13,105.00","13,570.00","13,425.00","-","-145.00","-1.07","26,161","34.99","19,747.00","10,190.70","-13.54","-4.32"
"WIPRO","242.30","243.55","237.85","240.65","238.05","-","-2.60","-1.08","1,35,46,802","325.01","324.60","228.00","-12.16","-22.87"
"LTFOODS","349.95","351.20","339.50","349.80","346.00","-","-3.80","-1.09","3,82,311","13.19","518.55","288.25","-14.65","-11.47"
"SARDAEN","468.00","474.90","462.05","468.10","463.00","-","-5.10","-1.09","2,55,745","12.03","639.75","396.60","-12.45","5.43"
"RELIANCE","1,401.80","1,407.00","1,381.00","1,402.50","1,387.00","-","-15.50","-1.11","98,37,802","1,368.75","1,611.80","1,114.85","-11.75","8.53"
"DABUR","525.35","533.00","517.90","525.35","519.50","-","-5.85","-1.11","23,52,107","124.14","577.00","433.30","5.24","-0.29"
"EICHERMOT","7,088.50","7,095.00","6,950.00","7,049.00","6,970.00","-","-79.00","-1.12","3,65,996","256.59","7,613.50","4,646.00","-4.52","39.19"
"LT","3,798.00","3,799.40","3,720.10","3,793.80","3,750.00","-","-43.80","-1.15","18,98,703","711.62","4,195.00","2,965.30","-7.76","6.41"
"PATANJALI","513.00","515.65","504.90","511.00","505.10","-","-5.90","-1.15","38,25,228","195.10","670.33","493.25","-7.56","-72.57"
"LUPIN","2,167.00","2,178.00","2,130.30","2,163.20","2,138.00","-","-25.20","-1.16","5,78,417","124.25","2,226.30","1,795.20","1.12","-0.09"
"CENTURYPLY","751.90","752.20","728.00","744.25","735.65","-","-8.60","-1.16","26,382","1.96","897.10","650.00","-11.09","-8.81"
"BEL","419.00","419.00","408.50","417.30","412.40","-","-4.90","-1.17","1,27,15,222","524.74","436.00","240.25","2.83","51.91"
"TATAELXSI","5,474.00","5,507.50","5,374.50","5,464.00","5,400.00","-","-64.00","-1.17","1,94,177","105.45","6,735.00","4,700.00","-0.36","-12.29"
"SHREECEM","27,455.00","27,555.00","26,935.00","27,430.00","27,105.00","-","-325.00","-1.18","24,439","66.51","32,490.00","24,862.55","4.09","6.75"
"KIRLOSENG","1,117.70","1,127.50","1,090.60","1,113.10","1,100.00","-","-13.10","-1.18","1,08,071","11.95","1,329.00","544.40","-15.72","17.67"
"MUTHOOTFIN","3,931.20","3,934.60","3,796.70","3,861.90","3,815.00","-","-46.90","-1.21","4,81,529","186.47","4,028.30","1,965.00","-0.14","73.06"
"GRANULES","572.00","584.90","560.50","571.30","564.40","-","-6.90","-1.21","9,72,151","56.00","627.00","422.00","-8.10","-4.28"
"COALINDIA","424.00","425.80","415.40","423.20","418.05","-","-5.15","-1.22","65,20,896","273.71","442.00","349.25","4.50","10.34"
"RVNL","331.00","334.80","323.40","329.00","325.00","-","-4.00","-1.22","67,52,882","222.41","501.80","301.20","-4.89","-20.31"
"INDUSTOWER","419.20","422.15","410.00","419.20","414.05","-","-5.15","-1.23","46,65,531","193.65","454.95","312.55","-0.29","15.70"
"CHOLAHLDNG","1,657.90","1,657.90","1,614.80","1,645.50","1,625.20","-","-20.30","-1.23","6,56,894","106.94","2,231.60","1,357.35","-13.18","14.05"
"IGIL","301.15","303.90","293.55","301.15","297.45","-","-3.70","-1.23","2,65,179","7.88","563.00","282.00","-9.34","-42.94"
"GSPL","294.45","300.00","288.70","302.00","298.25","-","-3.75","-1.24","7,05,475","20.87","372.60","261.45","0.24","-17.16"
