"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"NIFTY 50","25,344.60","25,347.95","25,025.30","25,289.90","25,048.65","-","-241.25","-0.95","39,39,44,908","31,844.42","26,373.20","21,743.65","-4.31","8.18"
"DRREDDY","1,230.00","1,250.80","1,225.00","1,217.50","1,238.40","-","20.90","1.72","38,88,860","482.17","1,379.70","1,020.00","-3.73","-4.68"
"ONGC","245.30","246.30","241.55","244.01","246.10","-","2.09","0.86","80,80,247","197.92","266.39","205.00","4.24","-7.04"
"TECHM","1,699.00","1,709.70","1,689.20","1,687.40","1,700.70","-","13.30","0.79","18,31,521","311.76","1,736.40","1,209.40","4.17","1.02"
"HINDALCO","955.00","963.90","948.50","944.45","951.00","-","6.55","0.69","59,58,887","569.24","970.80","546.45","10.01","54.91"
"HINDUNILVR","2,400.00","2,434.30","2,376.80","2,390.60","2,406.00","-","15.40","0.64","13,78,097","333.03","2,750.00","2,136.00","4.64","2.84"
"BAJAJ-AUTO","9,390.00","9,548.00","9,335.00","9,370.00","9,422.00","-","52.00","0.55","2,04,212","192.83","9,888.00","7,089.35","3.46","11.26"
"INFY","1,667.20","1,675.70","1,662.20","1,663.50","1,672.00","-","8.50","0.51","58,69,137","979.45","1,924.00","1,307.00","0.15","-10.00"
"APOLLOHOSP","6,810.00","6,836.00","6,696.50","6,797.00","6,813.00","-","16.00","0.24","4,58,099","311.13","8,099.50","6,001.00","-3.82","-1.30"
"TCS","3,190.30","3,194.50","3,152.00","3,150.40","3,157.00","-","6.60","0.21","20,68,857","657.19","4,191.35","2,866.60","-4.46","-23.92"
"HCLTECH","1,712.70","1,721.00","1,698.80","1,703.10","1,706.60","-","3.50","0.21","18,74,357","320.52","1,831.45","1,302.75","1.61","-6.60"
"ICICIBANK","1,340.50","1,355.20","1,335.70","1,345.50","1,346.00","-","0.50","0.04","1,40,56,524","1,891.08","1,500.00","1,186.00","-1.44","11.91"
"TITAN","4,025.10","4,063.30","3,980.00","4,018.60","4,020.20","-","1.60","0.04","10,15,415","409.95","4,312.10","2,925.00","2.45","19.82"
"ASIANPAINT","2,703.80","2,782.90","2,690.80","2,703.80","2,704.40","-","0.60","0.02","17,86,635","490.11","2,985.70","2,124.75","-3.71","19.52"
"SHRIRAMFIN","1,010.00","1,020.85","973.65","1,005.50","1,005.00","-","-0.50","-0.05","90,23,942","905.99","1,025.60","508.15","4.78","93.49"
"SUNPHARMA","1,640.00","1,648.90","1,625.40","1,634.20","1,633.00","-","-1.20","-0.07","16,78,658","274.37","1,851.20","1,548.00","-7.06","-9.29"
"ULTRACEMCO","12,375.00","12,554.00","12,283.00","12,364.00","12,346.00","-","-18.00","-0.15","3,56,421","443.38","13,097.00","10,047.85","5.92","15.67"
"HDFCBANK","920.00","926.10","909.25","918.70","915.80","-","-2.90","-0.32","3,09,85,247","2,839.64","1,020.50","812.73","-8.08","-45.01"
"KOTAKBANK","429.00","429.80","420.40","426.00","424.20","-","-1.80","-0.42","1,05,48,118","447.53","460.38","372.55","-80.45","-77.95"
"M&M","3,573.70","3,596.00","3,534.80","3,573.70","3,555.00","-","-18.70","-0.52","19,22,549","684.62","3,839.90","2,425.00","-2.25","25.37"
"ITC","325.55","326.40","322.70","324.85","323.00","-","-1.85","-0.57","1,19,50,089","387.76","471.50","321.05","-20.61","-26.00"
"TMPV","347.10","351.00","342.15","347.30","345.00","-","-2.30","-0.66","83,54,700","289.11","765.45","335.95","-5.18","-"
"BHARTIARTL","2,009.00","2,011.70","1,980.10","2,002.20","1,988.00","-","-14.20","-0.71","43,40,925","865.61","2,174.50","1,559.50","-6.51","21.63"
"MAXHEALTH","1,000.00","1,007.20","987.40","998.80","991.40","-","-7.40","-0.74","23,00,849","229.29","1,314.30","940.05","-7.79","-7.03"
"GRASIM","2,789.90","2,805.00","2,752.50","2,787.60","2,766.00","-","-21.60","-0.77","6,06,097","168.00","2,977.80","2,301.65","-2.50","15.53"
"TATASTEEL","190.50","192.40","187.27","189.10","187.60","-","-1.50","-0.79","2,84,92,706","540.82","192.40","124.74","9.78","45.52"
"NESTLEIND","1,310.00","1,311.90","1,290.30","1,306.00","1,295.40","-","-10.60","-0.81","7,44,221","96.59","1,332.70","1,055.00","2.97","-41.40"
"SBILIFE","2,022.00","2,022.00","1,986.30","2,022.00","2,005.20","-","-16.80","-0.83","11,28,576","225.74","2,109.60","1,372.55","-1.10","37.16"
"WIPRO","242.30","243.55","237.85","240.65","238.05","-","-2.60","-1.08","1,35,46,802","325.01","324.60","228.00","-12.16","-22.87"
"RELIANCE","1,401.80","1,407.00","1,381.00","1,402.50","1,387.00","-","-15.50","-1.11","98,37,802","1,368.75","1,611.80","1,114.85","-11.75","8.53"
"EICHERMOT","7,088.50","7,095.00","6,950.00","7,049.00","6,970.00","-","-79.00","-1.12","3,65,996","256.59","7,613.50","4,646.00","-4.52","39.19"
"LT","3,798.00","3,799.40","3,720.10","3,793.80","3,750.00","-","-43.80","-1.15","18,98,703","711.62","4,195.00","2,965.30","-7.76","6.41"
"BEL","419.00","419.00","408.50","417.30","412.40","-","-4.90","-1.17","1,27,15,222","524.74","436.00","240.25","2.83","51.91"
"COALINDIA","424.00","425.80","415.40","423.20","418.05","-","-5.15","-1.22","65,20,896","273.71","442.00","349.25","4.50","10.34"
"BAJFINANCE","942.85","951.40","926.30","942.85","929.50","-","-13.35","-1.42","65,35,035","611.01","1,102.50","726.00","-8.26","-87.46"
"TRENT","3,840.00","3,840.00","3,744.00","3,803.80","3,748.00","-","-55.80","-1.47","4,74,377","179.15","6,270.40","3,693.10","-10.35","-33.24"
"MARUTI","15,819.00","15,846.00","15,439.00","15,765.00","15,519.00","-","-246.00","-1.56","3,38,669","526.65","17,370.00","11,059.45","-6.73","28.69"
"NTPC","343.95","345.45","336.10","342.45","337.00","-","-5.45","-1.59","1,00,84,314","343.05","371.45","292.80","4.16","4.44"
"JSWSTEEL","1,193.30","1,193.30","1,164.80","1,184.40","1,165.40","-","-19.00","-1.60","24,06,992","282.60","1,223.90","901.10","6.67","27.26"
"TATACONSUM","1,178.50","1,187.80","1,149.70","1,175.20","1,155.00","-","-20.20","-1.72","14,56,971","170.05","1,220.90","930.10","-2.71","19.24"
"HDFCLIFE","721.10","723.00","710.30","725.10","712.30","-","-12.80","-1.77","32,32,798","231.83","820.75","595.25","-6.79","15.19"
"SBIN","1,051.90","1,053.00","1,025.60","1,048.35","1,028.40","-","-19.95","-1.90","1,09,17,698","1,133.98","1,055.50","680.00","5.93","36.64"
"BAJAJFINSV","1,993.10","1,994.90","1,943.10","1,993.10","1,954.90","-","-38.20","-1.92","10,46,873","205.72","2,195.00","1,617.00","-4.82","11.80"
"POWERGRID","259.25","259.95","252.60","259.25","253.95","-","-5.30","-2.04","1,80,22,018","458.75","322.00","247.30","-4.81","-14.59"
"AXISBANK","1,297.00","1,299.00","1,248.00","1,294.80","1,253.90","-","-40.90","-3.16","88,85,549","1,128.62","1,327.00","933.50","2.69","31.14"
"CIPLA","1,372.20","1,385.90","1,303.00","1,370.40","1,322.30","-","-48.10","-3.51","65,90,032","880.59","1,673.00","1,303.00","-12.37","-8.64"
"JIOFIN","264.00","266.25","252.25","262.60","253.20","-","-9.40","-3.58","1,48,57,605","382.05","338.60","198.65","-15.33","-3.77"
"INDIGO","4,878.00","4,878.00","4,686.50","4,909.00","4,715.00","-","-194.00","-3.95","36,68,328","1,748.48","6,232.50","3,945.00","-8.77","17.28"
"ETERNAL","276.95","277.00","257.70","275.90","260.05","-","-15.85","-5.74","8,57,65,429","2,268.15","368.45","194.80","-9.02","-"
"ADANIPORTS","1,417.00","1,417.00","1,292.00","1,414.20","1,314.90","-","-99.30","-7.02","63,80,222","849.86","1,549.00","1,010.75","-12.40","18.70"
"ADANIENT","2,080.50","2,082.50","1,848.00","2,086.40","1,861.80","-","-224.60","-10.76","74,92,631","1,438.62","2,616.50","1,848.00","-17.10","-21.56"
