"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"NIFTY 100","25,921.80","25,922.90","25,541.65","25,860.25","25,570.50","-","-289.75","-1.12","70,66,68,315","46,863.62","26,975.15","22,177.35","-4.28","7.72"
"HINDZINC","695.00","710.00","688.05","668.25","697.00","-","28.75","4.30","3,24,27,217","2,274.80","710.00","378.15","14.58","48.87"
"DRREDDY","1,230.00","1,250.80","1,225.00","1,217.50","1,238.40","-","20.90","1.72","38,88,860","482.17","1,379.70","1,020.00","-3.73","-4.68"
"VEDL","685.00","699.00","681.45","678.65","685.15","-","6.50","0.96","2,14,35,331","1,480.65","699.00","363.00","16.67","51.53"
"ONGC","245.30","246.30","241.55","244.01","246.10","-","2.09","0.86","80,80,247","197.92","266.39","205.00","4.24","-7.04"
"TECHM","1,699.00","1,709.70","1,689.20","1,687.40","1,700.70","-","13.30","0.79","18,31,521","311.76","1,736.40","1,209.40","4.17","1.02"
"HINDALCO","955.00","963.90","948.50","944.45","951.00","-","6.55","0.69","59,58,887","569.24","970.80","546.45","10.01","54.91"
"HINDUNILVR","2,400.00","2,434.30","2,376.80","2,390.60","2,406.00","-","15.40","0.64","13,78,097","333.03","2,750.00","2,136.00","4.64","2.84"
"BAJAJ-AUTO","9,390.00","9,548.00","9,335.00","9,370.00","9,422.00","-","52.00","0.55","2,04,212","192.83","9,888.00","7,089.35","3.46","11.26"
"INFY","1,667.20","1,675.70","1,662.20","1,663.50","1,672.00","-","8.50","0.51","58,69,137","979.45","1,924.00","1,307.00","0.15","-10.00"
"UNITDSPR","1,354.00","1,357.50","1,327.00","1,338.40","1,342.00","-","3.60","0.27","13,98,884","188.39","1,645.00","1,271.10","-7.55","-8.62"
"APOLLOHOSP","6,810.00","6,836.00","6,696.50","6,797.00","6,813.00","-","16.00","0.24","4,58,099","311.13","8,099.50","6,001.00","-3.82","-1.30"
"TCS","3,190.30","3,194.50","3,152.00","3,150.40","3,157.00","-","6.60","0.21","20,68,857","657.19","4,191.35","2,866.60","-4.46","-23.92"
"HCLTECH","1,712.70","1,721.00","1,698.80","1,703.10","1,706.60","-","3.50","0.21","18,74,357","320.52","1,831.45","1,302.75","1.61","-6.60"
"ICICIBANK","1,340.50","1,355.20","1,335.70","1,345.50","1,346.00","-","0.50","0.04","1,40,56,524","1,891.08","1,500.00","1,186.00","-1.44","11.91"
"TITAN","4,025.10","4,063.30","3,980.00","4,018.60","4,020.20","-","1.60","0.04","10,15,415","409.95","4,312.10","2,925.00","2.45","19.82"
"ASIANPAINT","2,703.80","2,782.90","2,690.80","2,703.80","2,704.40","-","0.60","0.02","17,86,635","490.11","2,985.70","2,124.75","-3.71","19.52"
"SHRIRAMFIN","1,010.00","1,020.85","973.65","1,005.50","1,005.00","-","-0.50","-0.05","90,23,942","905.99","1,025.60","508.15","4.78","93.49"
"SUNPHARMA","1,640.00","1,648.90","1,625.40","1,634.20","1,633.00","-","-1.20","-0.07","16,78,658","274.37","1,851.20","1,548.00","-7.06","-9.29"
"ULTRACEMCO","12,375.00","12,554.00","12,283.00","12,364.00","12,346.00","-","-18.00","-0.15","3,56,421","443.38","13,097.00","10,047.85","5.92","15.67"
"PIDILITIND","1,445.00","1,463.00","1,440.80","1,452.80","1,449.70","-","-3.10","-0.21","12,12,874","175.65","1,574.95","1,311.10","-0.97","-47.44"
"BAJAJHLDNG","10,767.00","10,785.00","10,596.00","10,735.00","10,711.00","-","-24.00","-0.22","1,31,490","140.73","14,763.00","10,400.00","-5.42","-5.48"
"GODREJCP","1,253.50","1,256.40","1,235.60","1,246.00","1,242.70","-","-3.30","-0.26","8,63,131","107.29","1,309.00","979.50","3.67","7.58"
"ZYDUSLIFE","886.50","897.15","880.00","885.30","883.00","-","-2.30","-0.26","4,60,331","40.82","1,059.05","795.00","-4.94","-9.86"
"HDFCBANK","920.00","926.10","909.25","918.70","915.80","-","-2.90","-0.32","3,09,85,247","2,839.64","1,020.50","812.73","-8.08","-45.01"
